date/time,kwh,,
 05/06  24:00:00,119.3036163,,
 05/07  01:00:00,109.7382632,,
 05/07  02:00:00,107.9640058,,
 05/07  03:00:00,106.871101,,
 05/07  04:00:00,113.3217367,,
 05/07  05:00:00,111.8790588,,
 05/07  06:00:00,131.0620168,,
 05/07  07:00:00,151.1275247,,
 05/07  08:00:00,186.8985026,,
 05/07  09:00:00,168.9987644,,
 05/07  10:00:00,202.4522622,,
 05/07  11:00:00,227.9110776,,
 05/07  12:00:00,240.6136345,,
 05/07  13:00:00,239.1330666,,
 05/07  14:00:00,234.8949772,,
 05/07  15:00:00,230.697908,,
 05/07  16:00:00,228.8128315,,
 05/07  17:00:00,198.4732025,,
 05/07  18:00:00,200.7241086,,
 05/07  19:00:00,191.6548232,,
 05/07  20:00:00,186.7942182,,
 05/07  21:00:00,166.9876805,,
 05/07  22:00:00,115.7896149,,
 05/07  23:00:00,146.9484404,,
 05/07  24:00:00,121.3860977,,
 05/08  01:00:00,113.2576049,,
 05/08  02:00:00,111.7845741,,
 05/08  03:00:00,110.6306432,,
 05/08  04:00:00,116.9236669,,
 05/08  05:00:00,115.5927883,,
 05/08  06:00:00,145.8404291,,
 05/08  07:00:00,162.2970639,,
 05/08  08:00:00,236.6853166,,
 05/08  09:00:00,265.0779279,,
 05/08  10:00:00,258.947206,,
 05/08  11:00:00,285.1152409,,
 05/08  12:00:00,272.1296878,,
 05/08  13:00:00,270.8452696,,
 05/08  14:00:00,266.1437989,,
 05/08  15:00:00,261.8939963,,
 05/08  16:00:00,261.2271521,,
 05/08  17:00:00,258.2086155,,
 05/08  18:00:00,253.4243083,,
 05/08  19:00:00,248.3237266,,
 05/08  20:00:00,229.0645949,,
 05/08  21:00:00,165.8293131,,
 05/08  22:00:00,116.7268683,,
 05/08  23:00:00,147.9380258,,
 05/08  24:00:00,121.9108837,,
 05/09  01:00:00,111.3987681,,
 05/09  02:00:00,109.660155,,
 05/09  03:00:00,108.4815027,,
 05/09  04:00:00,132.8551774,,
 05/09  05:00:00,131.8710528,,
 05/09  06:00:00,163.3835701,,
 05/09  07:00:00,172.8259573,,
 05/09  08:00:00,238.22561,,
 05/09  09:00:00,267.1877331,,
 05/09  10:00:00,259.8990465,,
 05/09  11:00:00,284.710503,,
 05/09  12:00:00,270.4174743,,
 05/09  13:00:00,268.9750246,,
 05/09  14:00:00,264.1380772,,
 05/09  15:00:00,260.3365979,,
 05/09  16:00:00,258.8987798,,
 05/09  17:00:00,256.36336,,
 05/09  18:00:00,251.4478562,,
 05/09  19:00:00,237.1337641,,
 05/09  20:00:00,215.1237476,,
 05/09  21:00:00,155.2530134,,
 05/09  22:00:00,112.2745751,,
 05/09  23:00:00,144.1159979,,
 05/09  24:00:00,118.3222617,,
 05/10  01:00:00,108.6022544,,
 05/10  02:00:00,106.3266209,,
 05/10  03:00:00,105.4390841,,
 05/10  04:00:00,112.0519887,,
 05/10  05:00:00,110.955841,,
 05/10  06:00:00,142.6248067,,
 05/10  07:00:00,160.8150375,,
 05/10  08:00:00,237.2258632,,
 05/10  09:00:00,265.3591179,,
 05/10  10:00:00,258.2890344,,
 05/10  11:00:00,284.8124763,,
 05/10  12:00:00,272.0970681,,
 05/10  13:00:00,269.3115239,,
 05/10  14:00:00,263.9870977,,
 05/10  15:00:00,260.408343,,
 05/10  16:00:00,258.8065735,,
 05/10  17:00:00,257.0446554,,
 05/10  18:00:00,252.0954635,,
 05/10  19:00:00,246.2675128,,
 05/10  20:00:00,225.4509559,,
 05/10  21:00:00,161.9468675,,
 05/10  22:00:00,113.1412206,,
 05/10  23:00:00,145.4489101,,
 05/10  24:00:00,119.522017,,
 05/11  01:00:00,109.4806282,,
 05/11  02:00:00,107.6976674,,
 05/11  03:00:00,106.2154739,,
 05/11  04:00:00,112.5809274,,
 05/11  05:00:00,110.3241197,,
 05/11  06:00:00,141.9598804,,
 05/11  07:00:00,161.6490543,,
 05/11  08:00:00,239.4281249,,
 05/11  09:00:00,269.5226739,,
 05/11  10:00:00,264.0401668,,
 05/11  11:00:00,288.8549672,,
 05/11  12:00:00,274.9396447,,
 05/11  13:00:00,274.7627341,,
 05/11  14:00:00,269.0309,,
 05/11  15:00:00,264.2580796,,
 05/11  16:00:00,263.5676618,,
 05/11  17:00:00,261.4191585,,
 05/11  18:00:00,256.354961,,
 05/11  19:00:00,251.1282545,,
 05/11  20:00:00,231.7859021,,
 05/11  21:00:00,167.9557687,,
 05/11  22:00:00,118.8523887,,
 05/11  23:00:00,149.3482994,,
 05/11  24:00:00,124.3604125,,
 05/12  01:00:00,114.2259935,,
 05/12  02:00:00,112.5635777,,
 05/12  03:00:00,111.1844541,,
 05/12  04:00:00,134.6581476,,
 05/12  05:00:00,130.5232115,,
 05/12  06:00:00,166.123785,,
 05/12  07:00:00,176.8936208,,
 05/12  08:00:00,242.8838606,,
 05/12  09:00:00,274.526763,,
 05/12  10:00:00,269.8223864,,
 05/12  11:00:00,293.015765,,
 05/12  12:00:00,280.5590996,,
 05/12  13:00:00,278.1052634,,
 05/12  14:00:00,271.3021179,,
 05/12  15:00:00,265.0145017,,
 05/12  16:00:00,263.2374428,,
 05/12  17:00:00,261.8239499,,
 05/12  18:00:00,256.1851092,,
 05/12  19:00:00,242.7760705,,
 05/12  20:00:00,223.9789188,,
 05/12  21:00:00,162.3096508,,
 05/12  22:00:00,118.8596288,,
 05/12  23:00:00,150.2961846,,
 05/12  24:00:00,125.3151603,,
 05/13  01:00:00,112.318119,,
 05/13  02:00:00,111.0554289,,
 05/13  03:00:00,109.9936694,,
 05/13  04:00:00,116.4550896,,
 05/13  05:00:00,111.4528755,,
 05/13  06:00:00,133.2384979,,
 05/13  07:00:00,150.3327362,,
 05/13  08:00:00,211.734224,,
 05/13  09:00:00,235.993221,,
 05/13  10:00:00,261.4067997,,
 05/13  11:00:00,289.5126927,,
 05/13  12:00:00,278.159382,,
 05/13  13:00:00,278.4460576,,
 05/13  14:00:00,272.3905126,,
 05/13  15:00:00,267.0023057,,
 05/13  16:00:00,264.8575479,,
 05/13  17:00:00,263.0392372,,
 05/13  18:00:00,244.1059602,,
 05/13  19:00:00,210.2791875,,
 05/13  20:00:00,202.4351211,,
 05/13  21:00:00,151.8303667,,
 05/13  22:00:00,114.2786641,,
 05/13  23:00:00,145.6722117,,
 05/13  24:00:00,120.4656081,,
 05/14  01:00:00,110.486029,,
 05/14  02:00:00,108.735766,,
 05/14  03:00:00,107.2654098,,
 05/14  04:00:00,113.3377368,,
 05/14  05:00:00,107.9351226,,
 05/14  06:00:00,130.5810061,,
 05/14  07:00:00,149.7256556,,
 05/14  08:00:00,185.9009297,,
 05/14  09:00:00,165.0771282,,
 05/14  10:00:00,198.1197814,,
 05/14  11:00:00,225.0204797,,
 05/14  12:00:00,238.4829643,,
 05/14  13:00:00,238.1406492,,
 05/14  14:00:00,233.3595603,,
 05/14  15:00:00,228.0943945,,
 05/14  16:00:00,225.5635861,,
 05/14  17:00:00,194.1343687,,
 05/14  18:00:00,197.1143678,,
 05/14  19:00:00,186.607857,,
 05/14  20:00:00,182.0405859,,
 05/14  21:00:00,163.2197766,,
 05/14  22:00:00,111.6491826,,
 05/14  23:00:00,142.8443673,,
 05/14  24:00:00,116.6119422,,
 05/15  01:00:00,109.4318647,,
 05/15  02:00:00,107.5478868,,
 05/15  03:00:00,106.2382974,,
 05/15  04:00:00,113.5351743,,
 05/15  05:00:00,109.4062443,,
 05/15  06:00:00,143.379373,,
 05/15  07:00:00,160.1125782,,
 05/15  08:00:00,235.9666664,,
 05/15  09:00:00,266.5691234,,
 05/15  10:00:00,258.1684403,,
 05/15  11:00:00,283.9043497,,
 05/15  12:00:00,271.5559439,,
 05/15  13:00:00,268.9872964,,
 05/15  14:00:00,262.8934831,,
 05/15  15:00:00,258.0369377,,
 05/15  16:00:00,255.995949,,
 05/15  17:00:00,255.0010358,,
 05/15  18:00:00,250.5051751,,
 05/15  19:00:00,244.811015,,
 05/15  20:00:00,224.1444572,,
 05/15  21:00:00,161.1320861,,
 05/15  22:00:00,112.2420945,,
 05/15  23:00:00,143.822788,,
 05/15  24:00:00,116.9180385,,
 05/16  01:00:00,107.1079046,,
 05/16  02:00:00,106.2175488,,
 05/16  03:00:00,105.0457137,,
 05/16  04:00:00,128.4271703,,
 05/16  05:00:00,124.0013438,,
 05/16  06:00:00,158.7629907,,
 05/16  07:00:00,169.4611521,,
 05/16  08:00:00,235.7482693,,
 05/16  09:00:00,265.965135,,
 05/16  10:00:00,259.482606,,
 05/16  11:00:00,284.5803481,,
 05/16  12:00:00,272.1613851,,
 05/16  13:00:00,271.0349668,,
 05/16  14:00:00,266.4354682,,
 05/16  15:00:00,262.8463278,,
 05/16  16:00:00,261.8068687,,
 05/16  17:00:00,259.6469316,,
 05/16  18:00:00,252.6200479,,
 05/16  19:00:00,238.8636057,,
 05/16  20:00:00,217.9334183,,
 05/16  21:00:00,157.5795259,,
 05/16  22:00:00,114.6844455,,
 05/16  23:00:00,146.3588316,,
 05/16  24:00:00,121.1687385,,
 05/17  01:00:00,111.471567,,
 05/17  02:00:00,109.6140803,,
 05/17  03:00:00,107.741759,,
 05/17  04:00:00,114.3282134,,
 05/17  05:00:00,110.166702,,
 05/17  06:00:00,144.9302898,,
 05/17  07:00:00,164.4030202,,
 05/17  08:00:00,242.1273444,,
 05/17  09:00:00,272.3327621,,
 05/17  10:00:00,268.6086315,,
 05/17  11:00:00,295.5671404,,
 05/17  12:00:00,285.1679978,,
 05/17  13:00:00,283.1579753,,
 05/17  14:00:00,276.4180619,,
 05/17  15:00:00,272.9391749,,
 05/17  16:00:00,272.4026138,,
 05/17  17:00:00,270.8829175,,
 05/17  18:00:00,263.4687722,,
 05/17  19:00:00,257.7345823,,
 05/17  20:00:00,238.1868638,,
 05/17  21:00:00,170.5828343,,
 05/17  22:00:00,120.800387,,
 05/17  23:00:00,151.0930919,,
 05/17  24:00:00,126.8036094,,
 05/18  01:00:00,116.2847902,,
 05/18  02:00:00,114.3631928,,
 05/18  03:00:00,112.7142139,,
 05/18  04:00:00,118.9597225,,
 05/18  05:00:00,113.9532418,,
 05/18  06:00:00,149.0457391,,
 05/18  07:00:00,170.0033293,,
 05/18  08:00:00,246.9794195,,
 05/18  09:00:00,278.5723185,,
 05/18  10:00:00,274.7378984,,
 05/18  11:00:00,296.7457856,,
 05/18  12:00:00,285.3797601,,
 05/18  13:00:00,286.0363173,,
 05/18  14:00:00,278.8251399,,
 05/18  15:00:00,273.6018601,,
 05/18  16:00:00,272.5348748,,
 05/18  17:00:00,269.2469543,,
 05/18  18:00:00,261.8399305,,
 05/18  19:00:00,255.9786807,,
 05/18  20:00:00,235.8158876,,
 05/18  21:00:00,170.1876133,,
 05/18  22:00:00,120.499393,,
 05/18  23:00:00,151.6755793,,
 05/18  24:00:00,127.756048,,
 05/19  01:00:00,117.394382,,
 05/19  02:00:00,115.850185,,
 05/19  03:00:00,114.2523147,,
 05/19  04:00:00,138.7605808,,
 05/19  05:00:00,134.3753756,,
 05/19  06:00:00,168.1772325,,
 05/19  07:00:00,176.3276748,,
 05/19  08:00:00,240.4051723,,
 05/19  09:00:00,268.8947429,,
 05/19  10:00:00,262.3383189,,
 05/19  11:00:00,288.2542241,,
 05/19  12:00:00,275.7892248,,
 05/19  13:00:00,276.9885638,,
 05/19  14:00:00,272.9868012,,
 05/19  15:00:00,270.1790945,,
 05/19  16:00:00,268.2006582,,
 05/19  17:00:00,264.5352151,,
 05/19  18:00:00,257.1105812,,
 05/19  19:00:00,238.4426475,,
 05/19  20:00:00,221.1967455,,
 05/19  21:00:00,159.4953512,,
 05/19  22:00:00,115.9881916,,
 05/19  23:00:00,147.2807934,,
 05/19  24:00:00,121.544152,,
 05/20  01:00:00,109.1414048,,
 05/20  02:00:00,108.1561785,,
 05/20  03:00:00,106.8161223,,
 05/20  04:00:00,113.0235796,,
 05/20  05:00:00,108.5618437,,
 05/20  06:00:00,130.5111843,,
 05/20  07:00:00,147.467192,,
 05/20  08:00:00,210.1297378,,
 05/20  09:00:00,233.5770207,,
 05/20  10:00:00,256.5372695,,
 05/20  11:00:00,285.3542015,,
 05/20  12:00:00,274.1558886,,
 05/20  13:00:00,272.9845255,,
 05/20  14:00:00,266.3150721,,
 05/20  15:00:00,260.9486141,,
 05/20  16:00:00,259.4936152,,
 05/20  17:00:00,257.40704,,
 05/20  18:00:00,238.0215577,,
 05/20  19:00:00,199.1424555,,
 05/20  20:00:00,195.75882,,
 05/20  21:00:00,148.0493645,,
 05/20  22:00:00,111.8121701,,
 05/20  23:00:00,143.5012748,,
 05/20  24:00:00,117.6736665,,
 05/21  01:00:00,107.946165,,
 05/21  02:00:00,106.4141818,,
 05/21  03:00:00,105.028944,,
 05/21  04:00:00,111.2018029,,
 05/21  05:00:00,106.7708782,,
 05/21  06:00:00,128.7723643,,
 05/21  07:00:00,145.4109384,,
 05/21  08:00:00,180.879961,,
 05/21  09:00:00,157.9747224,,
 05/21  10:00:00,191.2961175,,
 05/21  11:00:00,219.1148382,,
 05/21  12:00:00,231.4455222,,
 05/21  13:00:00,231.7576507,,
 05/21  14:00:00,227.1525943,,
 05/21  15:00:00,221.8258321,,
 05/21  16:00:00,220.5885396,,
 05/21  17:00:00,190.858341,,
 05/21  18:00:00,194.8192665,,
 05/21  19:00:00,182.565486,,
 05/21  20:00:00,180.9472076,,
 05/21  21:00:00,161.0420516,,
 05/21  22:00:00,109.0260758,,
 05/21  23:00:00,140.5655399,,
 05/21  24:00:00,113.6791272,,
 05/22  01:00:00,106.1786877,,
 05/22  02:00:00,104.7937735,,
 05/22  03:00:00,103.4772162,,
 05/22  04:00:00,110.0200959,,
 05/22  05:00:00,105.7389742,,
 05/22  06:00:00,139.9955175,,
 05/22  07:00:00,155.1725745,,
 05/22  08:00:00,230.5768051,,
 05/22  09:00:00,258.9289819,,
 05/22  10:00:00,249.7816887,,
 05/22  11:00:00,277.2393878,,
 05/22  12:00:00,262.2523335,,
 05/22  13:00:00,261.224939,,
 05/22  14:00:00,257.1154882,,
 05/22  15:00:00,253.8086743,,
 05/22  16:00:00,253.7104777,,
 05/22  17:00:00,253.1125229,,
 05/22  18:00:00,248.4109319,,
 05/22  19:00:00,241.3481057,,
 05/22  20:00:00,223.6035204,,
 05/22  21:00:00,161.7967844,,
 05/22  22:00:00,113.4570477,,
 05/22  23:00:00,145.1495688,,
 05/22  24:00:00,119.5036936,,
 05/23  01:00:00,109.4277453,,
 05/23  02:00:00,108.4307127,,
 05/23  03:00:00,107.5617019,,
 05/23  04:00:00,131.6704236,,
 05/23  05:00:00,128.5309477,,
 05/23  06:00:00,164.5035338,,
 05/23  07:00:00,173.8787556,,
 05/23  08:00:00,238.9560064,,
 05/23  09:00:00,267.1116547,,
 05/23  10:00:00,260.691603,,
 05/23  11:00:00,285.4467177,,
 05/23  12:00:00,272.6598618,,
 05/23  13:00:00,273.1270495,,
 05/23  14:00:00,269.5151926,,
 05/23  15:00:00,261.5853071,,
 05/23  16:00:00,258.1541535,,
 05/23  17:00:00,257.6053682,,
 05/23  18:00:00,253.9689974,,
 05/23  19:00:00,238.4616363,,
 05/23  20:00:00,222.3871868,,
 05/23  21:00:00,160.9392806,,
 05/23  22:00:00,117.7630617,,
 05/23  23:00:00,148.5138256,,
 05/23  24:00:00,122.9987162,,
 05/24  01:00:00,113.1791675,,
 05/24  02:00:00,112.122635,,
 05/24  03:00:00,110.691786,,
 05/24  04:00:00,116.3170222,,
 05/24  05:00:00,111.3211784,,
 05/24  06:00:00,146.0847367,,
 05/24  07:00:00,166.5447781,,
 05/24  08:00:00,244.5783804,,
 05/24  09:00:00,275.4255305,,
 05/24  10:00:00,269.8485796,,
 05/24  11:00:00,292.5222144,,
 05/24  12:00:00,280.1732619,,
 05/24  13:00:00,277.1332057,,
 05/24  14:00:00,269.4095184,,
 05/24  15:00:00,267.5294015,,
 05/24  16:00:00,267.5048637,,
 05/24  17:00:00,265.3610941,,
 05/24  18:00:00,260.3732651,,
 05/24  19:00:00,251.3415959,,
 05/24  20:00:00,235.3120778,,
 05/24  21:00:00,169.8059745,,
 05/24  22:00:00,120.1192022,,
 05/24  23:00:00,150.4244951,,
 05/24  24:00:00,125.7256368,,
 05/25  01:00:00,116.0160327,,
 05/25  02:00:00,115.1445335,,
 05/25  03:00:00,114.5078912,,
 05/25  04:00:00,121.3019012,,
 05/25  05:00:00,116.8646938,,
 05/25  06:00:00,151.223428,,
 05/25  07:00:00,169.8876654,,
 05/25  08:00:00,244.8828045,,
 05/25  09:00:00,274.7054285,,
 05/25  10:00:00,268.9178958,,
 05/25  11:00:00,293.0766714,,
 05/25  12:00:00,281.5895989,,
 05/25  13:00:00,280.4276778,,
 05/25  14:00:00,274.8848813,,
 05/25  15:00:00,271.1574708,,
 05/25  16:00:00,268.890024,,
 05/25  17:00:00,265.9700846,,
 05/25  18:00:00,259.5126488,,
 05/25  19:00:00,250.725638,,
 05/25  20:00:00,235.3296528,,
 05/25  21:00:00,170.2226209,,
 05/25  22:00:00,120.5845866,,
 05/25  23:00:00,151.4885781,,
 05/25  24:00:00,127.5434223,,
 05/26  01:00:00,117.4014143,,
 05/26  02:00:00,116.0221102,,
 05/26  03:00:00,115.3612952,,
 05/26  04:00:00,140.184213,,
 05/26  05:00:00,136.4861135,,
 05/26  06:00:00,171.7395081,,
 05/26  07:00:00,181.5191949,,
 05/26  08:00:00,245.4383058,,
 05/26  09:00:00,274.6400976,,
 05/26  10:00:00,270.3705918,,
 05/26  11:00:00,296.5626093,,
 05/26  12:00:00,286.4283614,,
 05/26  13:00:00,284.2254645,,
 05/26  14:00:00,277.1529206,,
 05/26  15:00:00,272.0339802,,
 05/26  16:00:00,270.4062224,,
 05/26  17:00:00,268.4030295,,
 05/26  18:00:00,261.1078973,,
 05/26  19:00:00,244.3149087,,
 05/26  20:00:00,228.9608982,,
 05/26  21:00:00,164.8544463,,
 05/26  22:00:00,120.6134478,,
 05/26  23:00:00,150.9499773,,
 05/26  24:00:00,126.6257478,,
 05/27  01:00:00,114.2585073,,
 05/27  02:00:00,112.7022501,,
 05/27  03:00:00,111.6805789,,
 05/27  04:00:00,118.2991342,,
 05/27  05:00:00,114.3646425,,
 05/27  06:00:00,137.1324936,,
 05/27  07:00:00,155.5780022,,
 05/27  08:00:00,217.1788389,,
 05/27  09:00:00,241.6507003,,
 05/27  10:00:00,265.7951192,,
 05/27  11:00:00,292.279086,,
 05/27  12:00:00,280.3450983,,
 05/27  13:00:00,279.8411381,,
 05/27  14:00:00,274.2466007,,
 05/27  15:00:00,269.6193382,,
 05/27  16:00:00,268.4651185,,
 05/27  17:00:00,266.120153,,
 05/27  18:00:00,245.8654913,,
 05/27  19:00:00,208.3550657,,
 05/27  20:00:00,204.8524994,,
 05/27  21:00:00,154.7773639,,
 05/27  22:00:00,116.9106607,,
 05/27  23:00:00,147.4057632,,
 05/27  24:00:00,123.0610549,,
 05/28  01:00:00,113.5631391,,
 05/28  02:00:00,112.6860058,,
 05/28  03:00:00,111.9540843,,
 05/28  04:00:00,118.8041105,,
 05/28  05:00:00,114.4179252,,
 05/28  06:00:00,137.1187653,,
 05/28  07:00:00,156.2097066,,
 05/28  08:00:00,190.1926397,,
 05/28  09:00:00,168.0893945,,
 05/28  10:00:00,199.7867777,,
 05/28  11:00:00,227.3247498,,
 05/28  12:00:00,244.6022507,,
 05/28  13:00:00,245.5221708,,
 05/28  14:00:00,238.0437418,,
 05/28  15:00:00,231.9121229,,
 05/28  16:00:00,229.3503031,,
 05/28  17:00:00,199.5211676,,
 05/28  18:00:00,202.9536542,,
 05/28  19:00:00,189.7814531,,
 05/28  20:00:00,187.6770978,,
 05/28  21:00:00,167.5124068,,
 05/28  22:00:00,116.3436056,,
 05/28  23:00:00,147.0198376,,
 05/28  24:00:00,121.3609873,,
 05/29  01:00:00,111.0578959,,
 05/29  02:00:00,109.5839425,,
 05/29  03:00:00,108.7267191,,
 05/29  04:00:00,115.9007256,,
 05/29  05:00:00,111.7814365,,
 05/29  06:00:00,134.2577226,,
 05/29  07:00:00,151.7595932,,
 05/29  08:00:00,183.5300802,,
 05/29  09:00:00,160.1337222,,
 05/29  10:00:00,194.1807685,,
 05/29  11:00:00,221.4682918,,
 05/29  12:00:00,236.0368295,,
 05/29  13:00:00,236.3068357,,
 05/29  14:00:00,233.0034223,,
 05/29  15:00:00,230.4720885,,
 05/29  16:00:00,229.5854837,,
 05/29  17:00:00,199.1670874,,
 05/29  18:00:00,200.5696237,,
 05/29  19:00:00,187.1190852,,
 05/29  20:00:00,184.4722262,,
 05/29  21:00:00,164.399735,,
 05/29  22:00:00,113.6016995,,
 05/29  23:00:00,144.8199464,,
 05/29  24:00:00,118.6666845,,
 05/30  01:00:00,110.9142334,,
 05/30  02:00:00,109.2131699,,
 05/30  03:00:00,107.900543,,
 05/30  04:00:00,131.8587882,,
 05/30  05:00:00,127.7544255,,
 05/30  06:00:00,162.4064098,,
 05/30  07:00:00,171.9648054,,
 05/30  08:00:00,237.1981551,,
 05/30  09:00:00,265.9515389,,
 05/30  10:00:00,259.3103346,,
 05/30  11:00:00,284.9500609,,
 05/30  12:00:00,271.2307271,,
 05/30  13:00:00,269.3406364,,
 05/30  14:00:00,262.4687458,,
 05/30  15:00:00,258.3722452,,
 05/30  16:00:00,257.3383425,,
 05/30  17:00:00,256.1644776,,
 05/30  18:00:00,250.7252964,,
 05/30  19:00:00,232.4906374,,
 05/30  20:00:00,214.813403,,
 05/30  21:00:00,154.8587036,,
 05/30  22:00:00,111.4544731,,
 05/30  23:00:00,143.62033,,
 05/30  24:00:00,117.772709,,
 05/31  01:00:00,108.390148,,
 05/31  02:00:00,107.4258312,,
 05/31  03:00:00,106.8762717,,
 05/31  04:00:00,113.1927582,,
 05/31  05:00:00,108.9558802,,
 05/31  06:00:00,143.5040094,,
 05/31  07:00:00,159.9121422,,
 05/31  08:00:00,235.318197,,
 05/31  09:00:00,264.914355,,
 05/31  10:00:00,256.9031149,,
 05/31  11:00:00,284.1857019,,
 05/31  12:00:00,266.4823694,,
 05/31  13:00:00,262.6240332,,
 05/31  14:00:00,258.6975874,,
 05/31  15:00:00,255.5315983,,
 05/31  16:00:00,256.1006452,,
 05/31  17:00:00,262.6215425,,
 05/31  18:00:00,265.5303035,,
 05/31  19:00:00,252.002147,,
 05/31  20:00:00,230.9015035,,
 05/31  21:00:00,164.4254566,,
 05/31  22:00:00,114.9904711,,
 05/31  23:00:00,146.6620001,,
 05/31  24:00:00,121.1994525,,
 06/01  01:00:00,111.4001971,,
 06/01  02:00:00,110.6740822,,
 06/01  03:00:00,110.213845,,
 06/01  04:00:00,116.9737298,,
 06/01  05:00:00,112.5773844,,
 06/01  06:00:00,146.8792454,,
 06/01  07:00:00,164.5588147,,
 06/01  08:00:00,241.2351996,,
 06/01  09:00:00,270.7517939,,
 06/01  10:00:00,264.4788656,,
 06/01  11:00:00,289.7131806,,
 06/01  12:00:00,278.2105935,,
 06/01  13:00:00,276.1611206,,
 06/01  14:00:00,268.1428485,,
 06/01  15:00:00,262.9171538,,
 06/01  16:00:00,263.2694327,,
 06/01  17:00:00,261.3970096,,
 06/01  18:00:00,255.9190895,,
 06/01  19:00:00,247.4650747,,
 06/01  20:00:00,231.140243,,
 06/01  21:00:00,166.1033345,,
 06/01  22:00:00,117.1715058,,
 06/01  23:00:00,148.4182575,,
 06/01  24:00:00,123.5217755,,
 06/02  01:00:00,113.2380576,,
 06/02  02:00:00,111.7614956,,
 06/02  03:00:00,110.842451,,
 06/02  04:00:00,135.1436281,,
 06/02  05:00:00,131.1945412,,
 06/02  06:00:00,166.1550094,,
 06/02  07:00:00,173.9554708,,
 06/02  08:00:00,238.4798444,,
 06/02  09:00:00,267.3756023,,
 06/02  10:00:00,260.911174,,
 06/02  11:00:00,287.1560472,,
 06/02  12:00:00,274.178515,,
 06/02  13:00:00,272.4506084,,
 06/02  14:00:00,265.9956697,,
 06/02  15:00:00,260.6280103,,
 06/02  16:00:00,261.9589374,,
 06/02  17:00:00,261.3941508,,
 06/02  18:00:00,254.8802833,,
 06/02  19:00:00,235.509945,,
 06/02  20:00:00,218.1042974,,
 06/02  21:00:00,156.7747295,,
 06/02  22:00:00,113.5449483,,
 06/02  23:00:00,145.1148539,,
 06/02  24:00:00,119.8825335,,
 06/03  01:00:00,108.2105741,,
 06/03  02:00:00,107.0125045,,
 06/03  03:00:00,106.0688441,,
 06/03  04:00:00,112.509076,,
 06/03  05:00:00,108.378651,,
 06/03  06:00:00,130.349296,,
 06/03  07:00:00,146.4743884,,
 06/03  08:00:00,209.6703444,,
 06/03  09:00:00,233.5882303,,
 06/03  10:00:00,256.8882913,,
 06/03  11:00:00,286.6282007,,
 06/03  12:00:00,274.103493,,
 06/03  13:00:00,272.7586593,,
 06/03  14:00:00,266.4683385,,
 06/03  15:00:00,261.0694722,,
 06/03  16:00:00,261.4124322,,
 06/03  17:00:00,262.525232,,
 06/03  18:00:00,242.9351451,,
 06/03  19:00:00,204.924027,,
 06/03  20:00:00,200.8626767,,
 06/03  21:00:00,151.4826531,,
 06/03  22:00:00,114.1523636,,
 06/03  23:00:00,145.3124791,,
